User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
1537,64.09,96.84,11361,6,highly active,3
2077,77.7,99.26,14260,5,sedentary,4
4612,109.91,95.05,1233,5,sedentary,2
2490,58.24,97.76,9749,6,highly active,10
3912,86.33,98.34,1599,7,sedentary,2
4235,57.18,100.0,4978,8,highly active,1
3829,59.89,100.0,4638,5,sedentary,6
3381,67.3,98.86,7769,7,sedentary,9
1797,66.75,98.93,6511,5,active,6
1347,76.99,95.99,12989,6,highly active,7
1272,64.24,96.88,1641,8,highly active,4
4010,75.21,96.09,3908,6,active,4
1719,55.53,100.0,4835,3,active,3
2773,55.91,97.26,12454,8,active,8
3547,84.17,98.37,10267,4,active,3
4164,77.91,98.95,7955,5,highly active,7
1684,63.38,100.0,6732,6,highly active,8
3126,58.03,98.2,4978,7,active,10
1621,90.51,97.77,3230,8,highly active,2
3039,95.45,100.0,5040,5,sedentary,9
4288,82.62,97.88,13456,6,sedentary,9
1946,80.33,96.07,5917,8,active,10
3665,83.9,98.74,1076,6,highly active,5
1506,98.83,97.73,4073,6,highly active,10
2582,91.08,100.0,1564,7,active,8
4252,90.27,97.56,3180,3,sedentary,9
3623,50.17,98.01,10917,6,sedentary,7
4317,64.44,99.54,12192,6,sedentary,8
1243,72.83,98.18,226,6,active,7
1421,57.6,98.45,14383,8,highly active,7
4391,81.29,98.48,16475,5,active,6
4158,89.95,98.31,3310,5,highly active,9
4021,90.57,98.16,1292,4,active,1
4590,78.35,98.12,3539,6,active,5
2872,86.92,98.08,13929,7,active,6
4793,75.21,97.44,6091,6,highly active,6
2192,75.03,96.22,14788,3,active,4
1329,102.28,98.01,586,6,active,6
1649,84.18,95.7,18316,5,sedentary,2
2464,69.48,94.41,782,7,active,7
1390,83.54,100.0,8860,8,highly active,5
2519,81.99,97.29,7256,6,sedentary,9
4377,62.7,96.39,5823,8,active,1
1741,92.73,97.63,3015,9,sedentary,2
3010,71.06,100.0,2245,8,active,10
1819,70.22,93.21,20363,9,highly active,9
1672,83.73,99.72,4075,3,active,6
3560,67.23,96.94,12925,7,highly active,5
2771,78.43,97.91,8988,8,active,10
3996,69.3,96.52,7473,7,active,9
1929,75.21,98.01,5834,5,active,5
2539,78.93,96.21,9244,5,highly active,3
1912,80.31,99.8,13264,9,highly active,1
1643,43.87,100.0,329,6,highly active,6
1501,92.44,100.0,2128,6,sedentary,3
1729,76.11,100.0,8487,7,active,9
4584,76.27,96.83,10082,6,sedentary,4
3118,51.45,99.86,1826,9,active,1
3525,66.4,96.68,3149,8,sedentary,2
4249,78.8,100.0,3743,8,active,6
3236,90.1,98.75,6466,8,sedentary,1
3178,81.98,95.65,10855,8,active,7
4591,82.92,97.5,13746,5,highly active,8
4836,75.21,96.03,657,6,active,2
1919,62.24,100.0,2233,5,highly active,3
3339,75.73,97.43,2948,6,sedentary,10
2969,90.3,97.87,94,6,active,7
2658,71.98,94.94,3111,6,active,10
2834,74.11,96.26,5217,8,highly active,5
2567,92.26,96.23,3741,5,active,1
2869,99.23,96.19,6369,8,highly active,2
1376,81.59,99.48,11401,5,highly active,8
4729,50.46,97.08,10181,5,highly active,8
2179,85.1,99.17,3633,8,active,4
1507,99.82,98.01,3455,8,sedentary,2
2436,58.22,98.49,267,6,highly active,4
3575,87.69,99.34,604,6,active,9
4426,72.18,96.56,14412,6,sedentary,4
1558,93.66,100.0,11475,8,active,9
4258,68.49,95.62,15000,5,sedentary,7
4102,51.48,96.7,6661,8,highly active,6
3307,80.09,97.28,11334,9,sedentary,10
1420,83.3,98.01,4887,6,highly active,2
2552,80.16,93.13,1143,10,highly active,9
4622,67.26,95.71,3090,8,highly active,4
1941,70.09,97.54,9814,6,highly active,2
4110,88.28,98.54,11725,4,highly active,9
4560,53.21,98.46,9469,6,active,5
4715,69.89,97.52,4532,7,highly active,6
3589,52.92,96.49,7628,7,active,7
4741,68.86,96.81,2452,7,highly active,4
4274,106.51,95.81,1289,7,highly active,9
1283,64.98,98.79,9001,8,sedentary,2
3155,90.41,100.0,1178,7,sedentary,6
3315,49.34,93.48,2308,7,highly active,3
3269,75.6,99.07,9671,8,highly active,9
2827,75.21,97.61,9142,8,sedentary,2
2553,86.18,99.02,931,5,sedentary,3
1692,63.23,100.0,1596,7,active,5
2478,79.97,98.35,6468,6,sedentary,5
3300,65.37,98.81,24,7,active,5
1256,90.38,98.27,1636,7,sedentary,6
3430,82.68,98.36,1826,8,highly active,9
1441,92.78,98.56,1987,8,highly active,2
2881,61.9,97.02,5701,9,sedentary,10
3646,78.07,97.42,1611,7,active,1
2113,77.85,100.0,3727,6,sedentary,3
4820,67.56,94.91,1332,4,sedentary,9
3437,93.46,96.37,7695,8,active,8
1581,86.72,94.57,5887,7,active,6
4115,105.46,94.61,6935,6,active,4
4735,103.03,97.55,3568,6,active,1
3645,102.69,99.06,1699,7,highly active,10
2124,52.96,99.22,419,7,sedentary,4
4985,100.3,96.75,11638,4,sedentary,7
3654,85.41,100.0,1239,6,sedentary,4
4837,82.82,97.93,7651,7,active,8
2380,68.27,100.0,4494,5,active,9
2565,80.96,97.17,12786,7,sedentary,7
4832,90.26,96.62,9194,10,sedentary,5
3080,84.88,98.56,1324,5,active,7
2993,65.79,95.44,7660,4,highly active,10
4300,98.14,95.41,1713,8,sedentary,6
2547,76.87,100.0,1298,10,active,3
4701,85.19,98.21,615,7,highly active,6
1861,87.61,97.39,845,7,sedentary,2
3745,106.98,100.0,8519,6,sedentary,5
1904,74.22,100.0,7885,6,sedentary,9
1404,91.62,96.47,10686,4,highly active,2
1843,79.59,100.0,15388,7,sedentary,8
2782,78.65,96.57,2181,5,active,3
2564,45.6,98.14,6494,8,highly active,6
2184,73.69,100.0,1709,5,sedentary,2
1746,53.96,97.31,5220,7,active,9
2725,40.0,98.0,1638,6,sedentary,9
4188,75.21,98.38,463,6,highly active,5
1270,54.28,100.0,647,8,active,5
2715,79.62,100.0,42,4,active,3
2510,82.64,97.53,8202,7,sedentary,2
4956,75.21,99.62,15282,6,active,5
1273,73.18,98.39,8620,7,sedentary,1
3306,59.01,99.13,3004,7,sedentary,10
2158,96.05,98.0,5270,7,active,10
4793,57.91,97.27,303,4,active,5
2771,59.23,99.91,2176,5,active,3
1421,75.1,97.12,784,7,sedentary,3
2444,75.87,100.0,4795,8,highly active,5
2209,72.1,98.29,10302,7,sedentary,8
4678,60.58,98.62,1183,5,active,5
3425,90.05,98.28,314,6,highly active,7
4594,73.59,100.0,1042,6,active,7
1890,65.62,98.88,2701,4,active,9
1721,86.67,100.0,2176,6,highly active,3
4267,62.9,100.0,9298,6,sedentary,2
1880,99.71,98.77,900,6,highly active,7
2121,73.8,95.39,3006,5,active,2
3652,68.54,95.16,1095,7,highly active,2
3069,77.53,99.02,2350,7,highly active,2
2473,72.77,98.24,2195,7,active,3
4243,54.94,97.49,7044,6,highly active,8
1382,63.95,97.88,117,7,active,2
3181,45.69,97.84,7420,8,active,1
2449,58.05,97.76,4234,9,highly active,2
4096,73.16,98.8,1425,9,sedentary,5
2590,80.3,98.07,4663,5,sedentary,3
4156,82.07,97.31,12776,7,highly active,9
2786,81.66,93.78,18232,6,active,7
1143,73.84,98.11,12020,7,highly active,4
2886,71.91,98.53,2853,6,highly active,9
4981,74.95,95.71,9164,4,active,9
2702,66.01,98.97,3478,5,active,9
2435,51.98,98.57,4978,5,sedentary,3
1223,59.32,96.66,14467,8,sedentary,2
1219,53.82,97.82,1608,6,active,7
1178,71.58,95.35,2463,6,active,2
2654,85.24,99.16,18665,10,highly active,1
1432,97.25,94.01,8418,4,active,10
1264,68.08,97.62,470,6,active,2
1953,72.59,100.0,908,7,highly active,4
1428,103.24,97.92,6065,3,highly active,9
4733,68.96,97.01,11223,9,highly active,8
3463,65.6,95.27,11019,5,highly active,7
4524,73.04,100.0,3873,7,active,8
3774,68.63,95.35,2094,7,active,3
3244,64.82,100.0,10849,4,highly active,4
2577,53.88,97.18,20185,10,highly active,8
4124,98.89,98.35,4111,7,highly active,7
1479,83.26,97.71,1034,6,sedentary,4
4514,99.25,95.56,6586,5,highly active,7
2353,89.32,96.41,520,7,sedentary,1
4878,49.95,93.71,1329,7,active,2
1889,61.36,97.66,5079,9,highly active,9
4854,69.77,100.0,6875,8,active,9
1924,60.54,98.01,4143,6,highly active,8
3170,47.71,98.91,12293,6,sedentary,9
2902,61.64,98.98,3287,7,active,2
2410,72.09,97.88,1179,8,highly active,7
2362,98.85,97.16,4364,9,sedentary,5
1028,60.35,99.02,2608,8,highly active,8
4022,71.63,96.16,1946,4,active,6
1034,74.48,96.7,4622,6,active,9
4589,99.0,98.01,7453,5,sedentary,6
2419,40.0,97.37,18294,5,highly active,7
3670,62.83,96.74,6651,7,sedentary,4
4365,78.7,100.0,12660,5,sedentary,5
1588,81.27,96.0,8337,7,highly active,5
4420,57.34,100.0,749,5,sedentary,9
4218,74.42,98.49,15565,7,active,3
4138,75.19,100.0,1558,6,active,9
1903,97.07,96.48,3197,6,active,10
3567,78.13,99.91,12840,5,sedentary,4
1339,64.44,96.85,2604,7,highly active,6
1174,84.11,97.23,3383,7,highly active,7
2923,71.18,94.96,4653,5,highly active,3
2714,66.5,95.85,4824,8,active,1
1596,60.3,99.6,9715,7,sedentary,2
1450,70.55,97.68,11892,6,active,5
2159,67.3,98.92,11416,7,highly active,2
4926,75.52,100.0,2495,7,active,5
4087,66.65,100.0,3104,4,highly active,3
2356,77.56,100.0,6737,8,highly active,6
4266,76.25,94.17,8123,7,sedentary,2
4567,63.19,98.92,660,8,active,9
3056,87.48,94.26,2948,6,active,7
4899,53.16,95.54,1585,5,sedentary,5
3381,92.03,99.91,4963,9,sedentary,4
4404,79.94,98.76,1293,8,sedentary,9
2016,83.82,100.0,6085,4,highly active,2
3374,50.24,97.67,4409,7,active,9
3062,74.23,98.01,3622,8,highly active,3
1838,98.01,98.58,7328,7,active,4
2637,72.82,96.18,3769,6,sedentary,3
1225,76.95,99.94,3567,5,active,4
4496,57.84,97.99,7371,7,active,7
2813,53.41,98.53,413,8,highly active,8
4479,78.46,100.0,3965,5,active,8
3160,64.83,100.0,1522,3,sedentary,1
3020,66.69,97.31,275,6,highly active,8
2451,75.95,99.2,247,7,highly active,7
3048,85.3,97.78,1284,8,sedentary,2
3313,82.89,96.64,3983,5,highly active,6
2514,76.49,97.76,5854,7,active,1
2231,88.31,99.62,11124,6,active,1
2645,90.66,99.56,6550,8,highly active,4
2735,75.21,95.08,5139,6,active,2
3999,100.02,97.47,259,8,sedentary,3
4440,58.69,100.0,2476,7,active,6
1305,52.0,94.98,8250,7,sedentary,4
3059,95.75,95.33,2208,6,highly active,7
4416,64.5,100.0,6316,5,sedentary,1
4536,40.0,97.47,6483,6,active,3
2723,70.11,94.04,2548,7,active,7
2689,93.43,97.63,5934,10,highly active,1
2517,70.39,96.84,847,8,sedentary,6
2391,48.37,96.31,9087,9,sedentary,5
4917,70.66,100.0,159,6,highly active,4
3984,72.21,94.43,252,6,sedentary,3
1419,69.96,96.69,14295,3,active,9
4005,64.21,98.37,6077,6,active,10
4862,64.92,94.84,1245,4,active,9
3218,85.92,100.0,6443,8,sedentary,3
1133,66.3,96.35,3233,6,sedentary,10
3030,77.42,95.62,2202,5,active,6
4012,77.37,99.25,11674,7,sedentary,1
2450,65.76,99.17,4541,7,highly active,8
4096,63.71,97.97,2432,5,active,6
2553,76.05,96.07,20139,9,active,3
4261,50.22,97.02,1262,5,highly active,5
2164,104.91,98.06,1072,7,highly active,8
4626,66.41,96.28,717,6,highly active,8
2869,69.14,100.0,930,6,sedentary,4
2819,86.05,100.0,2040,8,sedentary,7
3705,72.45,95.28,8393,5,sedentary,5
4386,68.74,100.0,7800,9,highly active,10
4515,54.94,97.59,10092,5,sedentary,1
2342,76.53,95.22,5999,5,highly active,4
2464,66.8,98.97,4749,9,sedentary,7
4163,106.22,97.36,3958,6,sedentary,2
3226,71.92,98.83,14536,7,highly active,8
2079,75.21,99.84,2946,7,sedentary,8
2178,89.25,99.34,15548,5,highly active,10
2695,60.0,96.55,2256,9,highly active,9
1110,76.59,100.0,1198,10,sedentary,5
3184,96.07,97.29,2062,4,sedentary,9
3279,70.37,99.57,4838,6,sedentary,3
4039,71.93,99.48,18215,8,highly active,7
1467,89.02,98.73,1366,6,highly active,4
3779,96.38,98.86,6071,6,highly active,1
3528,72.94,96.06,1719,7,highly active,1
1813,48.92,95.97,4379,9,sedentary,3
2272,61.46,99.87,9258,4,active,8
1993,67.84,97.02,13571,5,active,7
3031,90.85,97.18,2853,5,sedentary,10
1322,78.46,96.91,19486,10,sedentary,8
3969,64.87,97.0,4423,9,sedentary,4
1903,58.11,97.71,19312,7,sedentary,6
2541,52.6,97.27,1835,6,highly active,7
2999,82.74,98.37,15917,7,highly active,4
2815,69.16,97.61,2842,8,sedentary,10
4503,90.22,98.01,9725,6,active,8
3653,81.41,98.56,17026,6,active,5
4340,65.8,98.09,2961,4,active,6
4780,66.89,98.94,6639,5,sedentary,10
4608,76.54,95.63,8565,6,highly active,7
1147,74.53,97.09,5439,7,highly active,5
2141,61.63,99.17,13209,7,sedentary,9
1849,82.73,97.08,420,4,sedentary,10
1366,93.08,100.0,6408,7,highly active,6
3897,71.34,100.0,5215,6,active,5
2089,83.73,98.55,281,6,active,6
3038,72.61,98.13,90,7,highly active,9
3860,111.15,100.0,6522,8,sedentary,2
4441,75.21,92.9,879,6,active,5
1174,85.52,98.71,10243,9,active,2
2854,92.51,100.0,20866,5,sedentary,4
1587,65.39,94.56,1367,5,sedentary,5
1494,85.59,96.3,11216,6,active,10
4020,87.94,99.91,6265,5,sedentary,8
2137,81.45,97.7,4159,5,active,2
1976,86.45,99.01,7355,7,sedentary,7
2784,65.28,94.06,11348,5,highly active,9
4786,40.0,97.0,7562,6,active,1
2170,62.38,100.0,9619,9,highly active,8
1034,54.93,99.4,6547,6,sedentary,1
1998,100.84,96.09,5828,7,highly active,5
2332,73.04,96.31,469,5,active,4
3585,60.83,99.22,1180,5,highly active,8
3797,65.92,98.21,3338,3,active,7
2037,52.13,98.81,7339,5,sedentary,2
1373,84.41,97.13,552,8,active,6
3604,85.92,96.92,5503,6,sedentary,9
2451,79.55,97.91,93,7,sedentary,2
2751,64.26,96.49,10170,7,active,10
3280,97.89,96.48,7696,8,sedentary,5
1704,86.73,94.38,5148,9,highly active,6
1562,75.21,96.95,5926,7,sedentary,8
3986,72.09,95.62,18896,6,sedentary,9
3934,57.65,96.66,16603,8,highly active,7
3773,97.08,97.7,11017,7,sedentary,10
4734,68.27,99.56,2869,3,sedentary,4
4511,54.31,97.47,794,5,highly active,8
4573,72.81,98.16,2714,6,active,2
4346,98.85,97.2,9759,6,sedentary,8
2873,87.97,98.29,6609,6,sedentary,4
3123,67.18,97.78,8559,3,sedentary,3
3729,72.39,93.92,779,8,active,8
4803,89.92,97.6,1208,6,active,3
2883,95.92,97.77,7641,8,sedentary,10
2979,51.74,98.01,3254,7,sedentary,9
2312,69.68,97.21,3491,5,active,8
3962,67.69,99.43,11125,5,active,6
2563,95.13,96.48,8406,7,sedentary,3
3938,54.68,96.79,785,7,highly active,2
1691,87.08,100.0,2955,4,highly active,4
3300,40.77,96.03,7842,8,active,8
2200,75.51,99.69,17033,6,sedentary,6
4108,55.33,94.87,1998,5,highly active,5
3457,108.06,97.56,478,8,highly active,10
2634,64.24,98.67,5961,5,sedentary,7
1126,64.6,99.13,1418,6,sedentary,5
2506,83.75,95.98,7382,6,highly active,8
2191,88.61,100.0,1223,5,active,8
3639,68.43,97.29,3031,8,highly active,2
1293,79.75,96.28,11078,5,highly active,10
4916,80.92,99.85,8071,5,active,1
4709,53.38,96.09,6540,9,highly active,2
2366,73.21,98.71,18698,6,sedentary,3
2019,65.54,97.24,938,7,highly active,4
3357,51.65,97.25,8220,9,sedentary,7
3709,78.2,100.0,874,9,active,6
3575,90.22,98.24,1026,6,sedentary,7
3587,75.66,93.49,4943,8,sedentary,3
1418,40.0,94.86,171,4,active,3
1443,68.15,98.01,4866,4,sedentary,10
1684,61.6,95.12,67,7,highly active,8
4629,101.7,96.72,6456,6,active,6
3887,69.91,99.6,2618,7,sedentary,3
3283,50.79,97.64,609,7,highly active,1
2462,74.31,99.42,10626,8,sedentary,10
3261,84.53,100.0,3459,9,highly active,6
1084,76.48,99.38,4109,9,highly active,10
3841,62.96,96.11,3284,8,active,8
2767,68.12,99.64,611,6,highly active,2
1084,86.48,99.58,4312,6,highly active,6
2944,76.52,97.87,7665,6,highly active,10
4560,105.38,96.17,16359,6,active,7
3112,76.47,98.05,4978,8,active,4
2669,52.08,98.28,578,8,active,9
1662,72.0,95.64,1269,6,active,4
1626,75.21,99.73,321,6,sedentary,7
1063,51.71,97.21,890,4,sedentary,7
4414,76.96,97.93,4585,6,sedentary,4
3986,68.73,98.73,1737,7,highly active,10
4946,77.24,98.38,7308,5,active,5
1918,102.45,97.77,230,6,sedentary,10
2375,73.06,96.03,13626,5,sedentary,9
2181,90.37,100.0,7925,4,highly active,6
2878,79.01,99.09,1204,6,highly active,9
4534,73.03,95.84,1758,9,highly active,1
4296,96.76,97.94,2276,5,highly active,10
2940,84.48,94.55,3894,8,sedentary,3
1312,76.73,96.81,5922,7,sedentary,2
3662,88.63,99.09,8033,7,sedentary,8
1918,76.93,98.01,551,9,sedentary,5
2882,91.75,96.12,6601,7,highly active,6
1812,57.3,96.39,427,5,active,6
3987,75.21,98.76,12282,3,active,10
2489,77.58,94.37,289,7,active,9
4954,86.24,96.19,3813,5,active,8
2326,94.4,97.65,5914,7,active,2
1679,59.63,99.3,702,4,sedentary,8
1434,67.92,97.54,18932,7,sedentary,10
2158,83.47,98.91,3532,8,active,7
4175,68.4,96.94,1950,10,highly active,10
2455,71.26,98.53,10622,7,active,2
3387,56.24,97.91,55,7,active,4
3394,60.18,95.52,786,7,sedentary,4
3693,49.91,98.01,4454,7,highly active,8
1648,85.16,98.89,254,9,sedentary,7
3156,91.75,94.12,8784,7,active,5
4896,65.31,100.0,9308,6,highly active,7
3580,92.32,98.32,6017,8,highly active,6
1295,93.41,100.0,4199,6,active,8
3159,69.95,99.52,3953,7,active,1
2612,58.85,96.81,3347,5,active,4
4248,70.69,97.63,707,9,sedentary,5
3390,81.12,97.99,2394,6,highly active,4
3148,78.41,97.41,3913,5,active,1
4829,93.72,97.29,2659,6,active,5
3676,80.65,99.59,2605,8,active,6
2627,72.32,100.0,64,10,highly active,2
4472,93.39,93.64,7019,4,active,5
1027,82.69,99.7,9018,7,active,9
3984,74.88,97.45,3047,2,sedentary,5
2560,69.49,97.69,9508,7,highly active,8
1057,87.65,97.23,6429,7,active,1
2521,88.21,98.17,8517,9,active,6
1296,93.98,95.14,10271,6,active,7
3181,81.45,95.92,5241,9,active,8
4402,66.84,97.05,3550,7,highly active,1
3296,79.96,98.06,940,6,sedentary,6
4068,66.57,100.0,4978,7,sedentary,2
3597,77.43,99.56,4978,7,sedentary,2
1901,96.15,97.55,20677,7,sedentary,8
2964,92.72,95.72,1178,5,highly active,1
2098,75.21,98.05,9902,5,active,4
2677,74.66,98.9,1928,8,sedentary,3
2191,65.39,97.44,6324,5,highly active,8
1770,53.07,100.0,3969,6,sedentary,8
2526,79.08,98.31,2981,7,highly active,5
2378,101.76,97.9,8775,7,sedentary,3
2248,99.49,100.0,4978,8,highly active,9
2554,85.42,98.83,6368,9,highly active,4
1145,45.38,94.24,1303,10,active,5
2983,80.09,97.03,8038,7,sedentary,1
2264,79.71,94.59,14772,7,highly active,2
3940,77.48,93.79,8088,6,active,8
3391,61.08,94.92,2393,7,highly active,9
2772,87.78,97.88,5833,8,highly active,1
2058,77.79,98.03,5065,6,active,3
3749,75.21,100.0,5022,8,highly active,5
3048,52.04,100.0,573,6,active,4
3019,61.98,95.15,1514,8,sedentary,2
1152,67.72,96.79,5198,7,highly active,3
3476,82.36,97.1,11203,7,sedentary,1
1507,79.06,99.97,1404,6,sedentary,4
4197,81.38,97.25,1256,6,highly active,7
1490,65.26,94.16,9986,6,sedentary,8
4553,46.46,99.58,8211,8,highly active,7
1344,63.6,96.94,4647,4,sedentary,5
2935,96.12,100.0,362,5,active,4
2761,65.69,98.79,4480,8,sedentary,5
1220,77.66,99.61,12606,7,active,5
2938,75.91,99.37,75,8,sedentary,5
2942,77.75,95.97,758,8,sedentary,1
1722,54.97,93.81,11601,8,active,7
4096,87.27,100.0,5213,7,active,4
1527,73.51,99.34,7598,6,highly active,5
4253,109.65,95.87,9567,7,highly active,1
2522,69.41,92.79,2499,5,highly active,9
3888,89.66,100.0,2476,6,sedentary,10
2664,69.18,98.42,2145,6,active,7
4113,103.79,100.0,1281,4,highly active,1
4986,85.96,98.88,2544,7,sedentary,2
3977,96.11,96.75,629,8,active,8
2871,86.63,97.82,1927,5,highly active,2
4819,75.21,97.85,2679,8,active,7
3919,50.8,95.88,1169,3,sedentary,10
2462,92.97,97.74,564,6,sedentary,1
2425,100.91,99.62,1236,9,sedentary,6
4617,75.21,98.01,5252,6,sedentary,2
1344,88.04,99.24,6357,5,highly active,9
1801,83.36,98.63,1697,6,highly active,6
1044,90.89,100.0,4905,8,active,1
4717,71.07,98.95,44,6,highly active,4
3068,47.78,96.11,6449,7,highly active,6
2657,86.39,95.09,9,7,sedentary,2
4141,80.89,100.0,7206,7,highly active,10
2887,53.95,96.08,4622,8,active,7
3095,76.22,97.88,648,7,active,5
2514,72.67,96.76,48,7,sedentary,3
3598,71.4,100.0,5615,5,active,8
3334,75.21,98.06,11499,8,active,6
2001,63.82,94.88,13592,9,highly active,9
2033,85.31,98.6,5895,8,sedentary,3
3589,85.42,97.66,15273,4,active,10
3040,40.0,99.05,13862,6,sedentary,6
3803,73.97,100.0,8386,7,active,7
1273,78.0,96.5,3158,5,active,1
1955,86.22,95.43,12289,10,highly active,7
3647,83.23,100.0,3479,7,sedentary,1
2751,48.74,95.69,3614,8,active,10
1838,71.11,100.0,18410,7,active,3
1478,91.12,97.31,4852,5,active,8
3062,57.02,98.01,1365,8,sedentary,2
1515,74.96,95.89,1076,10,highly active,8
1190,88.07,99.1,2519,6,active,4
2191,86.41,99.93,4283,6,highly active,10
4592,72.68,95.92,2473,8,highly active,6
3668,92.7,100.0,8712,8,active,8
2160,64.03,99.89,5476,8,highly active,10
3201,85.98,100.0,3655,6,active,8
2411,88.47,98.46,1680,6,active,8
4280,54.48,93.29,6509,3,highly active,2
1271,94.54,98.48,7848,7,active,6
1142,50.27,97.74,10733,6,highly active,8
2912,67.97,95.49,1842,9,sedentary,7
4891,90.19,100.0,107,7,highly active,6
2092,79.95,98.44,4858,4,sedentary,8
4332,92.05,98.01,2002,9,sedentary,9
1787,76.98,97.59,4978,8,sedentary,4
3126,93.08,100.0,2695,8,active,6
2681,73.45,96.38,3474,5,sedentary,4
1622,58.66,95.37,20659,6,sedentary,3
4841,68.14,98.07,4327,5,sedentary,7
4676,73.28,100.0,9045,7,sedentary,9
3572,40.0,97.29,5587,8,sedentary,7
3819,75.21,97.73,10105,7,highly active,10
1937,73.54,98.2,2673,5,sedentary,4
4692,89.46,97.4,14663,6,highly active,10
4401,77.41,99.16,5573,8,sedentary,4
4260,51.88,95.35,2589,7,sedentary,9
2118,76.19,95.57,273,7,sedentary,6
1616,73.2,98.74,93,5,active,9
2031,64.71,96.87,3052,7,sedentary,2
1066,69.15,100.0,1701,5,highly active,2
4567,75.4,97.18,379,5,sedentary,7
1190,40.0,99.05,5634,4,sedentary,9
3815,84.06,97.11,3841,9,sedentary,2
4893,82.51,97.91,5622,5,highly active,6
1989,70.78,98.16,1737,5,active,3
2140,104.46,96.0,1605,6,highly active,2
3314,82.66,100.0,2786,8,highly active,2
2634,68.73,97.09,12615,7,sedentary,6
4580,54.53,98.28,9422,9,highly active,7
4369,81.0,100.0,145,7,sedentary,10
4980,85.83,97.82,4039,7,active,7
2187,76.86,97.69,3822,9,highly active,10
4579,74.15,98.34,19155,8,active,10
1652,69.91,97.53,9581,8,sedentary,5
4339,82.39,96.34,8772,7,sedentary,4
1548,63.36,98.26,5823,8,highly active,5
2097,74.71,97.49,7266,6,active,2
4579,76.39,95.24,8395,6,sedentary,1
1072,83.65,97.52,5629,6,active,9
3355,62.73,97.41,13043,10,highly active,5
1198,59.94,97.61,263,5,active,3
4201,75.75,95.59,19857,6,highly active,10
2781,78.11,99.23,10398,9,highly active,10
4895,74.92,100.0,5270,7,highly active,10
1571,40.0,97.87,13779,6,highly active,1
1790,79.99,97.41,12321,7,active,4
2638,113.53,98.54,3806,6,highly active,2
2831,88.77,98.52,12820,5,sedentary,7
2855,45.66,96.71,1461,9,sedentary,9
2510,68.92,99.29,4434,8,sedentary,8
1983,72.07,96.67,1850,6,sedentary,7
2174,75.21,95.67,930,6,sedentary,8
4740,56.42,97.56,15750,7,sedentary,10
4277,61.6,98.39,3200,6,active,5
1178,89.01,97.53,8073,5,highly active,1
1734,73.33,97.85,5499,4,sedentary,1
3136,89.22,100.0,2994,5,highly active,1
1798,65.15,99.79,9503,5,highly active,4
4505,69.86,94.82,10808,7,sedentary,1
1787,69.53,97.08,4978,5,sedentary,1
3795,51.73,96.36,13743,5,sedentary,1
4254,71.16,99.09,3073,5,sedentary,9
1208,99.57,99.45,10062,5,sedentary,2
1492,75.21,98.01,7350,5,sedentary,10
4201,76.76,95.3,4261,6,highly active,2
3712,75.21,97.48,15382,8,active,10
4084,101.53,100.0,5945,9,active,6
2657,71.3,98.73,12836,7,sedentary,1
1731,89.36,100.0,5324,5,active,9
2129,49.33,98.01,2766,7,highly active,4
4446,73.34,98.79,4978,5,active,1
2605,74.02,98.0,409,7,active,9
4778,82.73,96.94,15742,5,active,8
3745,66.12,94.45,4942,5,sedentary,8
4170,72.45,97.06,9669,6,active,7
1593,76.4,98.95,2847,9,highly active,8
4658,71.18,97.6,3394,8,sedentary,8
3933,72.22,98.75,1482,5,active,6
3899,87.49,96.96,4978,5,sedentary,8
2215,83.71,97.48,310,5,active,10
1324,82.77,98.87,3424,7,active,4
1978,50.35,97.63,2853,7,highly active,4
2749,81.45,97.16,11739,7,highly active,8
2850,62.39,99.2,4874,6,sedentary,6
4003,104.87,97.82,1297,7,highly active,2
2490,74.86,96.29,4979,7,sedentary,7
1893,72.06,97.71,1884,8,active,3
2390,97.79,97.2,121,9,active,3
4389,93.13,96.09,5505,8,highly active,9
1143,71.44,100.0,3128,8,sedentary,1
1383,57.35,96.64,1911,6,sedentary,3
3263,48.55,98.52,1323,5,active,6
4432,59.29,97.5,4232,6,highly active,3
3371,79.82,100.0,14261,6,highly active,4
4086,72.78,100.0,9935,6,sedentary,5
1216,60.95,98.99,32,6,active,3
2515,69.12,99.57,9195,6,active,7
3998,100.75,94.74,529,6,active,8
4618,91.79,100.0,5559,6,active,3
3230,101.29,99.38,10600,8,sedentary,10
3992,87.1,98.01,3309,9,highly active,4
2490,85.55,97.69,19633,8,active,1
3917,97.03,100.0,208,7,highly active,10
2635,75.17,97.45,784,3,highly active,6
4590,63.26,96.59,14299,3,highly active,6
4613,61.47,96.6,15215,7,active,6
3514,74.8,94.17,3265,8,highly active,9
3352,76.16,99.48,5439,9,sedentary,8
2167,79.09,99.54,1257,6,sedentary,2
2013,94.41,100.0,4432,5,sedentary,3
1231,54.71,97.63,5812,7,sedentary,9
2714,94.36,96.73,879,7,sedentary,9
4655,70.16,94.85,6678,6,sedentary,6
2755,48.81,98.81,2444,6,sedentary,10
4663,92.63,99.84,15853,8,sedentary,9
3642,58.46,94.27,15937,6,active,10
2577,99.84,97.5,8506,8,active,2
2296,86.29,95.93,12439,6,active,9
4774,52.83,98.15,8407,5,highly active,2
3220,78.03,99.86,3915,5,sedentary,5
1972,96.07,95.96,2820,5,active,3
